trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 1.0}",20,0,-135.0622229186834,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
2,False,"{'a': 0.002, 'e': 0.9980019986673331}",25,0,-73.39152357336032,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
3,False,"{'a': 0.002, 'e': 0.9960079893439915}",25,1,-28.05779301501672,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
4,False,"{'a': 0.002, 'e': 0.9940179640539353}",30,12,-90.05090387331954,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 2}",1
5,False,"{'a': 0.002, 'e': 0.9920319148370607}",30,20,-29.15102949132279,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",1
6,False,"{'a': 0.002, 'e': 0.9900498337491681}",30,0,-216.16762807814797,"{0: 15, 1: 3, 2: 7, 3: 3, 4: 2}",0
7,False,"{'a': 0.002, 'e': 0.9880717128619305}",30,3,-209.44789887825,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 3}",1
8,False,"{'a': 0.002, 'e': 0.9860975442628619}",20,0,-67.4062679554547,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
9,False,"{'a': 0.002, 'e': 0.9841273200552851}",20,0,-91.41761891901514,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
10,False,"{'a': 0.002, 'e': 0.9821610323583008}",25,0,-158.20787084782967,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
11,False,"{'a': 0.002, 'e': 0.9801986733067553}",25,0,-120.38903622447086,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
12,False,"{'a': 0.002, 'e': 0.97824023505121}",30,0,-171.77789710907751,"{0: 18, 1: 0, 2: 6, 3: 5, 4: 1}",0
13,False,"{'a': 0.002, 'e': 0.9762857097579093}",25,0,-158.2285483443796,"{0: 10, 1: 4, 2: 9, 3: 1, 4: 1}",0
14,False,"{'a': 0.002, 'e': 0.9743350896087494}",20,0,-45.560134893912675,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
15,False,"{'a': 0.002, 'e': 0.9723883668012469}",30,21,-11.27620474872044,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
16,False,"{'a': 0.002, 'e': 0.9704455335485082}",25,0,-171.37777231716325,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
17,False,"{'a': 0.002, 'e': 0.9685065820791976}",30,0,-218.49925634073767,"{0: 14, 1: 3, 2: 8, 3: 3, 4: 2}",0
18,False,"{'a': 0.002, 'e': 0.9665715046375066}",20,0,-94.06756418306966,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
19,False,"{'a': 0.002, 'e': 0.9646402934831231}",25,0,-67.99679704635037,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
20,False,"{'a': 0.002, 'e': 0.9627129408911995}",20,0,-146.17188584981963,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
21,False,"{'a': 0.002, 'e': 0.9607894391523232}",20,0,-43.066138624854716,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
22,False,"{'a': 0.002, 'e': 0.9588697805724845}",25,0,-46.66389482333265,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
23,False,"{'a': 0.002, 'e': 0.9569539574730467}",20,0,-156.77962614191705,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
24,False,"{'a': 0.002, 'e': 0.9550419621907147}",20,0,-76.2835396074468,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
25,False,"{'a': 0.002, 'e': 0.9531337870775047}",30,0,-131.52693056868435,"{0: 17, 1: 5, 2: 6, 3: 1, 4: 1}",0
26,False,"{'a': 0.002, 'e': 0.951229424500714}",35,0,-209.3492257683534,"{0: 23, 1: 1, 2: 5, 3: 3, 4: 3}",0
27,False,"{'a': 0.002, 'e': 0.9493288668428895}",25,0,-71.79912751685423,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
28,False,"{'a': 0.002, 'e': 0.9474321065017983}",20,0,-58.80674510615959,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
29,False,"{'a': 0.002, 'e': 0.9455391358903963}",20,0,-77.5208253590672,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
30,False,"{'a': 0.002, 'e': 0.9436499474367985}",20,0,-130.40460615204574,"{0: 7, 1: 6, 2: 5, 3: 1, 4: 1}",0
31,False,"{'a': 0.002, 'e': 0.9417645335842487}",20,2,-67.27710257515389,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
32,False,"{'a': 0.002, 'e': 0.9398828867910889}",20,0,-68.16947824836932,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
33,False,"{'a': 0.002, 'e': 0.9380049995307295}",25,0,-52.7241562137689,"{0: 15, 1: 6, 2: 3, 3: 1, 4: 0}",0
34,False,"{'a': 0.002, 'e': 0.9361308642916188}",20,0,-118.87215471947246,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
35,False,"{'a': 0.002, 'e': 0.9342604735772135}",30,0,-182.08658150265222,"{0: 15, 1: 8, 2: 4, 3: 0, 4: 3}",0
36,False,"{'a': 0.002, 'e': 0.9323938199059483}",25,0,-184.93339047806836,"{0: 11, 1: 4, 2: 6, 3: 2, 4: 2}",0
37,False,"{'a': 0.002, 'e': 0.9305308958112057}",20,0,-58.120558518002994,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
38,False,"{'a': 0.002, 'e': 0.9286716938412872}",20,0,-132.8676678491864,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
39,False,"{'a': 0.002, 'e': 0.9268162065593822}",30,0,-96.60485451089718,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 0}",0
40,False,"{'a': 0.002, 'e': 0.9249644265435393}",20,4,-135.9544443417081,"{0: 8, 1: 2, 2: 2, 3: 2, 4: 2}",1
41,False,"{'a': 0.002, 'e': 0.9231163463866358}",20,10,-46.031298372460874,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
42,False,"{'a': 0.002, 'e': 0.9212719586963487}",20,0,-105.17650950080541,"{0: 6, 1: 7, 2: 6, 3: 1, 4: 0}",0
43,False,"{'a': 0.002, 'e': 0.9194312560951247}",20,14,-1.4469394472940036,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
44,False,"{'a': 0.002, 'e': 0.9175942312201509}",20,0,-213.28949701113552,"{0: 8, 1: 1, 2: 6, 3: 2, 4: 3}",0
45,False,"{'a': 0.002, 'e': 0.9157608767233256}",20,1,-78.76487371871582,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 0}",1
46,False,"{'a': 0.002, 'e': 0.9139311852712282}",20,0,-86.54369810827592,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
47,False,"{'a': 0.002, 'e': 0.9121051495450904}",20,1,-59.05925434021272,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 0}",1
48,False,"{'a': 0.002, 'e': 0.910282762240767}",20,0,-28.13211662211086,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
49,False,"{'a': 0.002, 'e': 0.9084640160687062}",30,10,-34.12493612696497,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",1
50,False,"{'a': 0.002, 'e': 0.9066489037539209}",35,0,-83.37267719578301,"{0: 27, 1: 2, 2: 4, 3: 1, 4: 1}",0
51,False,"{'a': 0.002, 'e': 0.9048374180359595}",25,0,-134.45103741294872,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
52,False,"{'a': 0.002, 'e': 0.9030295516688768}",25,0,-199.13098737074185,"{0: 12, 1: 4, 2: 5, 3: 1, 4: 3}",0
53,False,"{'a': 0.002, 'e': 0.9012252974212047}",25,0,-148.71001857004384,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
54,False,"{'a': 0.002, 'e': 0.899424648075924}",25,0,-128.9778916154531,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
55,False,"{'a': 0.002, 'e': 0.8976275964304349}",20,0,-39.05651275176443,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
56,False,"{'a': 0.002, 'e': 0.8958341352965282}",25,0,-110.76871613463875,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
57,False,"{'a': 0.002, 'e': 0.8940442575003572}",20,0,-137.407698850518,"{0: 11, 1: 4, 2: 1, 3: 2, 4: 2}",0
58,False,"{'a': 0.002, 'e': 0.8922579558824083}",20,8,-37.920292859114184,"{0: 6, 1: 2, 2: 4, 3: 0, 4: 0}",1
59,False,"{'a': 0.002, 'e': 0.8904752232974726}",25,0,-190.7601899041931,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
60,False,"{'a': 0.002, 'e': 0.8886960526146174}",20,0,-63.69194447186993,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
61,False,"{'a': 0.002, 'e': 0.8869204367171575}",30,0,-38.607091646367806,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
62,False,"{'a': 0.002, 'e': 0.8851483685026271}",35,8,-30.73040038304214,"{0: 23, 1: 2, 2: 1, 3: 0, 4: 1}",1
63,False,"{'a': 0.002, 'e': 0.8833798408827509}",30,0,-205.25326464512324,"{0: 19, 1: 2, 2: 5, 3: 0, 4: 4}",0
64,False,"{'a': 0.002, 'e': 0.8816148467834161}",20,0,-33.47871638596672,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
65,False,"{'a': 0.002, 'e': 0.8798533791446438}",20,0,-94.81344694662155,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
66,False,"{'a': 0.002, 'e': 0.8780954309205613}",20,0,-128.1195570524392,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
67,False,"{'a': 0.002, 'e': 0.8763409950793732}",20,0,-72.68455154962032,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
68,False,"{'a': 0.002, 'e': 0.874590064603334}",20,0,-105.63232699342595,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
69,False,"{'a': 0.002, 'e': 0.8728426324887193}",25,8,-85.8156412878208,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 1}",1
70,False,"{'a': 0.002, 'e': 0.8710986917457983}",20,0,-56.26681230769715,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
71,False,"{'a': 0.002, 'e': 0.8693582353988059}",30,15,-0.5167618335184967,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
72,False,"{'a': 0.002, 'e': 0.867621256485914}",25,0,-53.70881768438082,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
73,False,"{'a': 0.002, 'e': 0.865887748059205}",35,1,-141.26259940002637,"{0: 21, 1: 3, 2: 7, 3: 2, 4: 1}",1
74,False,"{'a': 0.002, 'e': 0.8641577031846428}",35,0,-164.21694793771871,"{0: 17, 1: 6, 2: 10, 3: 1, 4: 1}",0
75,False,"{'a': 0.002, 'e': 0.8624311149420455}",25,16,-19.900173233519187,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
76,False,"{'a': 0.002, 'e': 0.8607079764250578}",25,8,12.811014534944817,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
77,False,"{'a': 0.002, 'e': 0.8589882807411234}",25,0,-60.90876749165983,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
78,False,"{'a': 0.002, 'e': 0.8572720210114575}",25,0,-92.14279796999183,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
79,False,"{'a': 0.002, 'e': 0.8555591903710185}",25,0,-90.83710723472227,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
80,False,"{'a': 0.002, 'e': 0.8538497819684817}",30,0,-186.67961885434136,"{0: 18, 1: 4, 2: 4, 3: 1, 4: 3}",0
81,False,"{'a': 0.002, 'e': 0.8521437889662113}",20,0,-23.141545292026187,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
82,False,"{'a': 0.002, 'e': 0.850441204540233}",35,5,-112.48790059863136,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",1
83,False,"{'a': 0.002, 'e': 0.8487420218802068}",20,14,-6.104026963708954,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
84,False,"{'a': 0.002, 'e': 0.8470462341893996}",20,0,-60.31620943766313,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
85,False,"{'a': 0.002, 'e': 0.8453538346846587}",20,0,-161.73122627121975,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",1
86,False,"{'a': 0.002, 'e': 0.8436648165963837}",20,0,-137.50211221561352,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
87,False,"{'a': 0.002, 'e': 0.8419791731684999}",25,0,-57.28026559779046,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
88,False,"{'a': 0.002, 'e': 0.8402968976584314}",20,0,-120.15471001303038,"{0: 9, 1: 3, 2: 4, 3: 4, 4: 0}",0
89,False,"{'a': 0.002, 'e': 0.838617983337074}",20,0,-78.31484987369437,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
90,False,"{'a': 0.002, 'e': 0.8369424234887681}",20,0,-161.57021795622111,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
91,False,"{'a': 0.002, 'e': 0.835270211411272}",20,0,-144.09656356516226,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 3}",0
92,False,"{'a': 0.002, 'e': 0.8336013404157353}",25,0,-61.93799251080438,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
93,False,"{'a': 0.002, 'e': 0.8319358038266718}",20,0,-92.45189952889999,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
94,False,"{'a': 0.002, 'e': 0.8302735949819326}",25,0,-145.2181463200247,"{0: 16, 1: 3, 2: 1, 3: 3, 4: 2}",1
95,False,"{'a': 0.002, 'e': 0.8286147072326806}",30,0,-63.515169639317094,"{0: 21, 1: 5, 2: 1, 3: 3, 4: 0}",0
96,False,"{'a': 0.002, 'e': 0.8269591339433623}",30,0,-203.94274538096593,"{0: 13, 1: 8, 2: 6, 3: 0, 4: 3}",0
97,False,"{'a': 0.002, 'e': 0.8253068684916823}",20,0,-80.34619256082482,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
98,False,"{'a': 0.002, 'e': 0.8236579042685769}",25,0,-69.54077067609224,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
99,False,"{'a': 0.002, 'e': 0.8220122346781865}",30,0,-101.2466599269998,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
100,False,"{'a': 0.002, 'e': 0.8203698531378311}",20,3,-83.07505327819665,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 1}",1
101,False,"{'a': 0.002, 'e': 0.8187307530779818}",20,0,-37.20045416958423,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
102,False,"{'a': 0.002, 'e': 0.8170949279422366}",20,5,-8.65335768973624,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
103,False,"{'a': 0.002, 'e': 0.8154623711872927}",20,0,-196.04875425844193,"{0: 9, 1: 3, 2: 3, 3: 2, 4: 3}",0
104,False,"{'a': 0.002, 'e': 0.8138330762829207}",25,0,-109.27344795090505,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
105,False,"{'a': 0.002, 'e': 0.812207036711939}",25,2,-107.35225206641203,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 1}",1
106,False,"{'a': 0.002, 'e': 0.8105842459701871}",20,0,-0.4837683902109249,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
107,False,"{'a': 0.002, 'e': 0.8089646975664998}",25,0,-156.36854736123652,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
108,False,"{'a': 0.002, 'e': 0.8073483850226815}",25,0,-85.39297449736745,"{0: 16, 1: 3, 2: 3, 3: 3, 4: 0}",0
109,False,"{'a': 0.002, 'e': 0.8057353018734796}",30,0,-146.8490507104774,"{0: 16, 1: 3, 2: 9, 3: 1, 4: 1}",0
110,False,"{'a': 0.002, 'e': 0.8041254416665596}",35,12,-40.25231766045772,"{0: 17, 1: 5, 2: 0, 3: 0, 4: 1}",1
111,False,"{'a': 0.002, 'e': 0.8025187979624785}",30,0,-138.00131784368176,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
112,False,"{'a': 0.002, 'e': 0.8009153643346592}",20,0,-123.57988926580447,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
113,False,"{'a': 0.002, 'e': 0.7993151343693651}",25,0,-95.34500139888812,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
114,False,"{'a': 0.002, 'e': 0.7977181016656743}",30,0,-132.66562721328881,"{0: 15, 1: 5, 2: 7, 3: 3, 4: 0}",0
115,False,"{'a': 0.002, 'e': 0.7961242598354538}",20,0,-42.007503664738536,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
116,False,"{'a': 0.002, 'e': 0.794533602503334}",20,0,-167.59981170666939,"{0: 7, 1: 3, 2: 8, 3: 0, 4: 2}",0
117,False,"{'a': 0.002, 'e': 0.7929461233066837}",20,0,-66.5967282814358,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
118,False,"{'a': 0.002, 'e': 0.7913618158955839}",25,0,-9.279753305105539,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
119,False,"{'a': 0.002, 'e': 0.7897806739328027}",30,0,-137.47525082903192,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
120,False,"{'a': 0.002, 'e': 0.7882026910937704}",20,0,-12.10546272771855,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
121,False,"{'a': 0.002, 'e': 0.7866278610665535}",20,0,-165.7915314306479,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
122,False,"{'a': 0.002, 'e': 0.7850561775518295}",20,2,1.400661481427427,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.002, 'e': 0.7834876342628625}",25,0,-270.21871336712775,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 5}",0
124,False,"{'a': 0.002, 'e': 0.7819222249254772}",30,0,-183.86655858241008,"{0: 18, 1: 1, 2: 6, 3: 3, 4: 2}",0
125,False,"{'a': 0.002, 'e': 0.7803599432780343}",30,19,-50.01135807439602,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 1}",1
126,False,"{'a': 0.002, 'e': 0.7788007830714049}",25,1,-37.075072576439474,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 0}",1
127,False,"{'a': 0.002, 'e': 0.7772447380689461}",20,0,4.647329534745223,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
128,False,"{'a': 0.002, 'e': 0.775691802046476}",30,18,-12.376867189119338,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 0}",1
129,False,"{'a': 0.002, 'e': 0.7741419687922484}",25,0,-76.10560745583263,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
130,False,"{'a': 0.002, 'e': 0.772595232106928}",30,11,-106.26936903698896,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 2}",1
131,False,"{'a': 0.002, 'e': 0.7710515858035663}",25,0,-188.86231070733598,"{0: 10, 1: 7, 2: 5, 3: 0, 4: 3}",0
132,False,"{'a': 0.002, 'e': 0.7695110237075758}",20,0,-144.10437249805915,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
133,False,"{'a': 0.002, 'e': 0.7679735396567061}",30,8,-160.099204754043,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 2}",1
134,False,"{'a': 0.002, 'e': 0.7664391275010192}",20,8,-69.13117210685739,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 1}",1
135,False,"{'a': 0.002, 'e': 0.764907781102864}",20,0,-188.95075784405734,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 5}",0
136,False,"{'a': 0.002, 'e': 0.7633794943368531}",35,0,-140.96829389809272,"{0: 22, 1: 1, 2: 10, 3: 1, 4: 1}",0
137,False,"{'a': 0.002, 'e': 0.7618542610898376}",20,0,-42.519694104441506,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
138,False,"{'a': 0.002, 'e': 0.7603320752608821}",20,0,-111.27171890257189,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
139,False,"{'a': 0.002, 'e': 0.7588129307612413}",25,0,-97.15964229024668,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
140,False,"{'a': 0.002, 'e': 0.7572968215143355}",25,12,-131.7687381672971,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 3}",1
141,False,"{'a': 0.002, 'e': 0.7557837414557255}",20,0,-103.99656204014492,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
142,False,"{'a': 0.002, 'e': 0.754273684533089}",25,0,-148.62801480385355,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 3}",0
143,False,"{'a': 0.002, 'e': 0.7527666447061963}",20,0,-80.93262862672964,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
144,False,"{'a': 0.002, 'e': 0.751262615946886}",30,0,-30.415164510684487,"{0: 25, 1: 2, 2: 1, 3: 2, 4: 0}",0
145,False,"{'a': 0.002, 'e': 0.7497615922390413}",20,8,-11.606152065657877,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
146,False,"{'a': 0.002, 'e': 0.7482635675785653}",20,0,-172.76961718666456,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
147,False,"{'a': 0.002, 'e': 0.7467685359733571}",20,7,-56.7740954121862,"{0: 7, 1: 0, 2: 5, 3: 1, 4: 0}",1
148,False,"{'a': 0.002, 'e': 0.7452764914432887}",30,14,-46.06064597270161,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
149,False,"{'a': 0.002, 'e': 0.7437874280201796}",25,3,-25.877586338025566,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 0}",1
150,False,"{'a': 0.002, 'e': 0.7423013397477743}",30,13,-76.72696457439321,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 1}",1
151,False,"{'a': 0.002, 'e': 0.7408182206817179}",30,0,-121.56080715237457,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",0
152,False,"{'a': 0.002, 'e': 0.7393380648895319}",25,11,-45.12759565192684,"{0: 8, 1: 3, 2: 2, 3: 1, 4: 0}",1
153,False,"{'a': 0.002, 'e': 0.7378608664505911}",20,5,-51.43573055234373,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 1}",1
154,False,"{'a': 0.002, 'e': 0.7363866194561001}",20,0,-197.37666064787948,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
155,False,"{'a': 0.002, 'e': 0.7349153180090687}",25,0,-92.67308659166268,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
156,False,"{'a': 0.002, 'e': 0.7334469562242892}",25,9,-92.09639392938368,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 2}",1
157,False,"{'a': 0.002, 'e': 0.7319815282283126}",20,0,-12.756612184153067,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
158,False,"{'a': 0.002, 'e': 0.7305190281594249}",25,0,-42.654201714170405,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
159,False,"{'a': 0.002, 'e': 0.7290594501676237}",25,0,-63.574733939138305,"{0: 13, 1: 9, 2: 3, 3: 0, 4: 0}",0
160,False,"{'a': 0.002, 'e': 0.7276027884145955}",20,0,-129.73502013376944,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
161,False,"{'a': 0.002, 'e': 0.7261490370736909}",20,0,-54.694893729721684,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
162,False,"{'a': 0.002, 'e': 0.7246981903299029}",20,1,-95.02664467503344,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 2}",1
163,False,"{'a': 0.002, 'e': 0.7232502423798424}",20,0,-142.56689962375864,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
164,False,"{'a': 0.002, 'e': 0.7218051874317158}",35,0,-111.92365609562832,"{0: 28, 1: 0, 2: 4, 3: 1, 4: 2}",0
165,False,"{'a': 0.002, 'e': 0.7203630197053014}",20,0,-52.070130732912915,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
166,False,"{'a': 0.002, 'e': 0.7189237334319262}",35,0,-127.20327830558655,"{0: 25, 1: 6, 2: 1, 3: 0, 4: 3}",0
167,False,"{'a': 0.002, 'e': 0.7174873228544433}",25,15,-17.963415010280265,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
168,False,"{'a': 0.002, 'e': 0.7160537822272085}",20,2,-105.6013609231553,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 2}",1
169,False,"{'a': 0.002, 'e': 0.7146231058160573}",20,10,6.746554488319105,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.002, 'e': 0.7131952878982822}",20,11,-52.950232173287894,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
171,False,"{'a': 0.002, 'e': 0.7117703227626097}",20,0,-65.29881550842383,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
172,False,"{'a': 0.002, 'e': 0.7103482047091773}",25,12,-0.10305288290445003,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.002, 'e': 0.7089289280495107}",20,0,-107.54933455220385,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
174,False,"{'a': 0.002, 'e': 0.7075124871065017}",35,0,-97.06907497556276,"{0: 25, 1: 3, 2: 5, 3: 1, 4: 1}",0
175,False,"{'a': 0.002, 'e': 0.7060988762143844}",20,10,14.784484876909323,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.002, 'e': 0.7046880897187134}",20,5,-143.22249261669273,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 3}",1
177,False,"{'a': 0.002, 'e': 0.7032801219763409}",20,0,-152.9296599585152,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
178,False,"{'a': 0.002, 'e': 0.701874967355394}",20,0,-82.09174352770741,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
179,False,"{'a': 0.002, 'e': 0.7004726202352524}",20,8,-5.921872912434127,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
180,False,"{'a': 0.002, 'e': 0.6990730750065257}",20,0,-106.15628061358737,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
181,False,"{'a': 0.002, 'e': 0.697676326071031}",20,0,-53.95713047925178,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
182,False,"{'a': 0.002, 'e': 0.696282367841771}",20,0,-80.2114592200857,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",20,5,-26.375994848601803,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",20,4,-86.70721152049381,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 2}",1
